1200
+136.57077	-25.09038	0.0163	 0.332	 0.419185	 1.1891	 0.7437   
 -52.60582	  4.96858	0.0190	 0.385	 0.741785	 1.6812	 0.8340   
  +0.58281	  9.29052	0.0280	 0.562	 4.942477	 5.3123	 1.2205   
+160.52023	  0.27313	0.0220	 0.445	 0.901445	 1.8897	 0.8664   
-104.97716	 23.70704	0.0077	 0.158	 0.004231	 0.0725	 0.2935   
+125.55507	 41.59930	0.0059	 0.122	 0.001108	 0.0321	 0.2237   
  -9.09968	-32.63895	0.0097	 0.199	 0.012086	 0.1374	 0.3630   
+130.64639	-29.12708	0.0164	 0.334	 0.140515	 0.6106	 0.5955   
+105.41689	-16.72812	0.0174	 0.354	 0.142418	 0.6152	 0.5969   
+130.50050	-28.94330	0.0146	 0.298	 0.059605	 0.3624	 0.5007   
 -40.38894	 26.53594	0.0132	 0.270	 0.035984	 0.2666	 0.4523   
 -97.23736	 40.40239	0.0155	 0.316	 0.073319	 0.4109	 0.5220   
 -36.86139	 32.85565	0.0230	 0.464	 0.360859	 1.0806	 0.7189   
 -56.37917	 53.66917	0.0146	 0.298	 0.037214	 0.2719	 0.4550   
 -27.75238	-23.59966	0.0146	 0.298	 0.034601	 0.2601	 0.4483   
-150.41505	-36.48485	0.0326	 0.651	 1.852990	 2.9118	 0.9974   
+176.26129	-35.05401	0.0347	 0.691	 2.452387	 3.4496	 1.0547   
 +48.08721	 22.91636	0.0132	 0.270	 0.020277	 0.1879	 0.4025   
+126.84856	-30.28776	0.0170	 0.346	 0.069455	 0.3972	 0.5159   
 +25.13925	-75.86154	0.0300	 0.601	 1.029501	 2.0383	 0.8863   
 -43.68027	 28.56103	0.0391	 0.774	 3.819920	 4.5067	 1.1514   
 -42.78899	-25.80054	0.0194	 0.393	 0.115577	 0.5410	 0.5714   
 -42.50355	 30.91991	0.0160	 0.326	 0.044510	 0.3030	 0.4715   
 +91.61246	-15.92060	0.0190	 0.385	 0.095101	 0.4805	 0.5494   
 -46.46086	 27.98046	0.0123	 0.252	 0.010740	 0.1276	 0.3539   
+140.10118	-59.99319	0.0181	 0.368	 0.061808	 0.3697	 0.5035   
-164.28503	-17.72229	0.0284	 0.570	 0.537650	 1.3731	 0.7773   
+170.27104	-44.95386	0.0238	 0.480	 0.221118	 0.8012	 0.6505   
  +9.41179	 50.12020	0.0353	 0.702	 1.442058	 2.4945	 0.9465   
+125.19123	 41.48154	0.0056	 0.115	 0.000153	 0.0096	 0.1497   
+136.50718	-52.44867	0.0079	 0.162	 0.000829	 0.0268	 0.2107   
 +28.97022	 44.53526	0.0353	 0.702	 1.358380	 2.4052	 0.9351   
 -54.93699	 49.19239	0.0151	 0.308	 0.019578	 0.1837	 0.3992   
 -66.94887	-70.84766	0.0238	 0.480	 0.181484	 0.7103	 0.6249   
 -43.05090	 30.92979	0.0145	 0.296	 0.014948	 0.1559	 0.3780   
 +12.81165	 49.68130	0.0355	 0.706	 1.138819	 2.1598	 0.9020   
 +17.40843	 13.15769	0.0239	 0.482	 0.143362	 0.6151	 0.5956   
 +85.80197	 35.40185	0.0276	 0.554	 0.253721	 0.8691	 0.6676   
+103.47873	-33.08626	0.0309	 0.618	 0.441378	 1.2154	 0.7458   
  -0.18898	-33.23833	0.0192	 0.389	 0.039326	 0.2804	 0.4591   
+127.63046	-29.54398	0.0177	 0.360	 0.025452	 0.2153	 0.4205   
+172.18326	-30.78603	0.0311	 0.622	 0.391810	 1.1301	 0.7279   
-130.99661	-63.96095	0.0230	 0.464	 0.084804	 0.4469	 0.5356   
-178.62489	  3.79426	0.0300	 0.601	 0.312530	 0.9853	 0.6956   
+176.44175	-51.07759	0.0235	 0.474	 0.091018	 0.4664	 0.5432   
+168.38705	 29.84439	0.0228	 0.460	 0.076502	 0.4197	 0.5245   
 -48.01291	 30.72623	0.0480	 0.941	 3.138519	 3.9741	 1.1010   
-161.23336	-24.56318	0.0150	 0.306	 0.008942	 0.1140	 0.3405   
 +75.69786	 13.51506	0.0557	 1.082	 5.941793	 5.8345	 1.2483   
-156.70020	-36.16129	0.0397	 0.786	 1.080714	 2.0861	 0.8905   
-111.66312	-10.95298	0.0320	 0.639	 0.366151	 1.0838	 0.7176   
+162.21995	 28.93472	0.0340	 0.677	 0.488395	 1.2902	 0.7601   
+115.23190	-72.02989	0.0555	 1.078	 5.100085	 5.3163	 1.2103   
 +76.06469	-56.27919	0.0267	 0.537	 0.132105	 0.5841	 0.5849   
+161.36362	 26.24730	0.0381	 0.755	 0.757140	 1.6810	 0.8291   
 +69.52289	 32.07258	0.0307	 0.614	 0.249901	 0.8593	 0.6644   
 -19.13850	-33.39164	0.0556	 1.080	 4.871933	 5.1696	 1.1990   
 +96.72039	-50.25912	0.0400	 0.791	 0.907732	 1.8752	 0.8593   
 +11.39379	 49.45820	0.0442	 0.870	 1.482131	 2.5215	 0.9473   
+125.71403	-64.06204	0.0442	 0.870	 1.437223	 2.4747	 0.9413   
 -47.43081	 35.02385	0.0458	 0.900	 1.667482	 2.7065	 0.9694   
-120.67327	 24.79888	0.0542	 1.054	 3.849660	 4.4824	 1.1439   
 +94.62035	-41.20035	0.0416	 0.821	 1.002026	 1.9896	 0.8760   
 -55.12148	 45.44975	0.0473	 0.928	 1.897483	 2.9254	 0.9944   
 -30.65293	 -9.91656	0.0480	 0.941	 1.972425	 2.9939	 1.0019   
 +39.94046	 46.49012	0.0326	 0.651	 0.284521	 0.9289	 0.6815   
 -11.55163	-65.94110	0.0450	 0.885	 1.405897	 2.4403	 0.9367   
-113.58332	-30.29135	0.0358	 0.712	 0.447219	 1.2212	 0.7459   
 +31.47792	 44.65868	0.0370	 0.735	 0.508824	 1.3202	 0.7652   
 +19.24755	-33.24308	0.0200	 0.405	 0.023408	 0.2042	 0.4129   
-129.05742	 33.06312	0.0175	 0.356	 0.011749	 0.1344	 0.3594   
  -3.63945	-76.08182	0.0475	 0.931	 1.629622	 2.6658	 0.9640   
 +76.19526	  5.75150	0.0561	 1.089	 3.492455	 4.2185	 1.1203   
 -64.28795	 15.56196	0.0320	 0.639	 0.202347	 0.7549	 0.6361   
-117.07394	 25.09682	0.0539	 1.049	 2.716018	 3.6243	 1.0658   
 +33.82132	 77.18418	0.0622	 1.199	 5.478067	 5.5280	 1.2236   
 +88.50434	-60.83192	0.0223	 0.451	 0.031560	 0.2447	 0.4383   
 -87.87272	-40.13470	0.0589	 1.139	 3.977333	 4.5579	 1.1485   
+167.42949	-52.71806	0.0221	 0.447	 0.029541	 0.2351	 0.4325   
 +34.40092	 51.52751	0.0411	 0.812	 0.624786	 1.4922	 0.7960   
+111.01445	 31.75974	0.0581	 1.125	 3.543467	 4.2502	 1.1224   
-168.92040	 44.40071	0.0230	 0.464	 0.034422	 0.2579	 0.4459   
 -18.10208	-32.13140	0.0148	 0.302	 0.003581	 0.0652	 0.2827   
 -46.67102	 30.35784	0.0490	 0.959	 1.345772	 2.3698	 0.9265   
 +35.30820	-34.79652	0.0282	 0.566	 0.085412	 0.4473	 0.5349   
-124.82877	-31.09082	0.0380	 0.754	 0.372779	 1.0913	 0.7179   
 +75.16604	-34.13136	0.0253	 0.509	 0.048016	 0.3154	 0.4765   
 +81.71053	-41.34329	0.0255	 0.513	 0.049251	 0.3203	 0.4789   
-157.02773	 67.74906	0.0314	 0.628	 0.137905	 0.5978	 0.5886   
-113.48101	-26.08442	0.0468	 0.918	 0.996636	 1.9761	 0.8726   
 -53.81658	-60.94009	0.0277	 0.556	 0.072779	 0.4058	 0.5179   
+166.85559	-42.70269	0.0258	 0.519	 0.050435	 0.3249	 0.4812   
-111.93172	  6.25225	0.0410	 0.810	 0.505538	 1.3115	 0.7625   
 -92.99682	-12.32660	0.0390	 0.772	 0.383258	 1.1092	 0.7216   
+158.22956	 74.44722	0.0381	 0.755	 0.340250	 1.0322	 0.7047   
-129.74049	-24.41728	0.0420	 0.829	 0.551689	 1.3823	 0.7758   
 +49.01669	 35.92841	0.0337	 0.672	 0.182441	 0.7079	 0.6223   
